congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,senate,L000174,Leahy,VT,,Democrat,105,0.23809523809523808,0.20403569,-26.40835124
115,senate,L000174,Leahy,VT,,D,83,0.26506024096385544,0.22777615,-26.40835124
116,senate,L000174,Leahy,VT,,D,22,0.13636363636363635,0.11446939,-26.40835124
0,senate,L000575,Lankford,OK,,Republican,106,0.8962264150943396,0.90671395,36.39118454
115,senate,L000575,Lankford,OK,,R,84,0.9047619047619048,0.91631997,36.39118454
116,senate,L000575,Lankford,OK,,R,22,0.8636363636363636,0.87003643,36.39118454
0,senate,L000577,Lee,UT,,Republican,105,0.7333333333333333,0.80292945,18.07933323
115,senate,L000577,Lee,UT,,R,84,0.7857142857142857,0.824664,18.07933323
116,senate,L000577,Lee,UT,,R,21,0.5238095238095238,0.71599125,18.07933323
0,senate,M000133,Markey,MA,,Democrat,105,0.1523809523809524,0.20979348,-27.19670645
115,senate,M000133,Markey,MA,,D,83,0.1566265060240964,0.2354061,-27.19670645
116,senate,M000133,Markey,MA,,D,22,0.13636363636363635,0.11316403,-27.19670645
0,senate,M000303,McCain,AZ,,Republican,53,0.8301886792452831,0.61164701,3.54559463
115,senate,M000303,McCain,AZ,,R,53,0.8301886792452831,0.61164701,3.54559463
0,senate,M000355,McConnell,KY,,Republican,105,0.9428571428571428,0.88574703,29.83745022
115,senate,M000355,McConnell,KY,,R,83,0.9518072289156626,0.89847086,29.83745022
116,senate,M000355,McConnell,KY,,R,22,0.9090909090909091,0.8377435,29.83745022
0,senate,M000639,Menendez,NJ,,Democrat,104,0.22115384615384615,0.27756599,-14.1026978
115,senate,M000639,Menendez,NJ,,D,82,0.25609756097560976,0.30812243,-14.1026978
116,senate,M000639,Menendez,NJ,,D,22,0.09090909090909091,0.16367377,-14.1026978
0,senate,M000934,Moran,KS,,Republican,104,0.8365384615384616,0.83231104,20.60221107
115,senate,M000934,Moran,KS,,R,83,0.927710843373494,0.84549922,20.60221107
116,senate,M000934,Moran,KS,,R,21,0.47619047619047616,0.78018629,20.60221107
0,senate,M001111,Murray,WA,,Democrat,106,0.22641509433962265,0.27778149,-15.4790881
115,senate,M001111,Murray,WA,,D,84,0.2619047619047619,0.31016827,-15.4790881
116,senate,M001111,Murray,WA,,D,22,0.09090909090909091,0.15412284,-15.4790881
0,senate,M001153,Murkowski,AK,,Republican,102,0.7450980392156863,0.76522711,14.73064079
115,senate,M001153,Murkowski,AK,,R,82,0.8170731707317073,0.78684126,14.73064079
116,senate,M001153,Murkowski,AK,,R,20,0.45,0.67660909,14.73064079
0,senate,M001169,Murphy,CT,,Democrat,105,0.24761904761904763,0.29431038,-13.63938672
115,senate,M001169,Murphy,CT,,D,83,0.27710843373493976,0.32799846,-13.63938672
116,senate,M001169,Murphy,CT,,D,22,0.13636363636363635,0.16721444,-13.63938672
0,senate,M001170,McCaskill,MO,,Democrat,83,0.4578313253012048,0.83012856,18.637117
115,senate,M001170,McCaskill,MO,,D,83,0.4578313253012048,0.83012856,18.637117
0,senate,M001176,Merkley,OR,,Democrat,106,0.1320754716981132,0.32462848,-10.97781682
115,senate,M001176,Merkley,OR,,D,84,0.13095238095238096,0.35961111,-10.97781682
116,senate,M001176,Merkley,OR,,D,22,0.13636363636363635,0.19105846,-10.97781682
0,senate,M001183,Manchin,WV,,Democrat,106,0.5471698113207547,0.91484015,42.15364679
115,senate,M001183,Manchin,WV,,D,84,0.6071428571428571,0.9224584,42.15364679
116,senate,M001183,Manchin,WV,,D,22,0.3181818181818182,0.88575229,42.15364679
0,senate,M001197,McSally,AZ,,Republican,118,0.9576271186440678,0.5615291,3.54559463
116,senate,M001197,McSally,AZ,,R,22,0.9090909090909091,0.43508947,3.54559463
0,senate,N000032,Nelson,FL,,Democrat,83,0.43373493975903615,0.56806183,1.19862561
115,senate,N000032,Nelson,FL,,D,83,0.43373493975903615,0.56806183,1.19862561
0,senate,P000449,Portman,OH,,Republican,106,0.9245283018867925,0.66059189,8.1295744
115,senate,P000449,Portman,OH,,R,84,0.9404761904761905,0.69369075,8.1295744
116,senate,P000449,Portman,OH,,R,22,0.8636363636363636,0.53421442,8.1295744
0,senate,P000595,Peters,MI,,Democrat,105,0.2857142857142857,0.50883302,0.22303327
115,senate,P000595,Peters,MI,,D,83,0.3373493975903614,0.54693486,0.22303327
116,senate,P000595,Peters,MI,,D,22,0.09090909090909091,0.36508517,0.22303327
0,senate,P000603,Paul,KY,,Republican,97,0.6907216494845361,0.88250632,29.83745022
115,senate,P000603,Paul,KY,,R,81,0.7283950617283951,0.89824468,29.83745022
116,senate,P000603,Paul,KY,,R,16,0.5,0.80283084,29.83745022
0,senate,P000612,Perdue,GA,,Republican,100,0.95,0.61231277,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.9518072289156626,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,17,0.9411764705882353,0.48961014,5.15937819
0,senate,R000122,Reed,RI,,Democrat,106,0.24528301886792453,0.27752298,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.2857142857142857,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,22,0.09090909090909091,0.15393352,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,106,0.9528301886792453,0.82715425,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.9642857142857143,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,22,0.9090909090909091,0.75098409,20.60221107
0,senate,R000584,Risch,ID,,Republican,104,0.9038461538461539,0.8929053,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.9047619047619048,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,20,0.9,0.83800816,31.76941855
0,senate,R000595,Rubio,FL,,Republican,104,0.9038461538461539,0.52715248,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.9397590361445783,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,21,0.7619047619047619,0.38831955,1.19862561
0,senate,R000605,Rounds,SD,,Republican,101,0.9207920792079208,0.89215261,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.9166666666666666,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,17,0.9411764705882353,0.85575391,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,113,0.37168141592920356,0.64337802,-2.41712836
116,senate,R000608,Rosen,NV,,D,20,0.1,0.31936863,-2.41712836
0,senate,R000615,Romney,UT,,Republican,22,0.8181818181818182,0.71648505,18.07933323
116,senate,R000615,Romney,UT,,R,22,0.8181818181818182,0.71648505,18.07933323
0,senate,S000033,Sanders,VT,,Independent,99,0.13131313131313133,0.20957275,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.14285714285714285,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,15,0.06666666666666667,0.05824811,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,106,0.24528301886792453,0.22965559,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.27380952380952384,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,22,0.13636363636363635,0.12319088,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,106,0.9339622641509434,0.87698429,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.9404761904761905,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,22,0.9090909090909091,0.82279802,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,106,0.2830188679245283,0.50934315,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.3333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,22,0.09090909090909091,0.36508517,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,105,0.3047619047619048,0.49946176,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.3614457831325301,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,22,0.09090909090909091,0.35319808,-0.36766386
0,senate,S001184,Scott,SC,,Republican,105,0.9428571428571428,0.7545531,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.9642857142857143,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,21,0.8571428571428571,0.64164734,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,112,0.5446428571428571,0.37693882,3.54559463
116,senate,S001191,Sinema,AZ,,D,21,0.19047619047619047,0.43367596,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,106,0.24528301886792453,0.19048146,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.27380952380952384,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,22,0.13636363636363635,0.1071202,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,103,0.8543689320388349,0.86353705,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.8674698795180723,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,20,0.8,0.79621132,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,100,0.92,0.76451869,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.9259259259259259,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,19,0.8947368421052632,0.66812085,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.9111111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.9111111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,49,0.24489795918367346,0.43578523,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.3333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,22,0.13636363636363635,0.33067677,-1.52013048
0,senate,S001217,Scott,FL,,Republican,22,0.8636363636363636,0.38515593,1.19862561
116,senate,S001217,Scott,FL,,R,22,0.8636363636363636,0.38515593,1.19862561
0,senate,T000250,Thune,SD,,Republican,106,0.9433962264150944,0.88663821,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.9523809523809523,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,22,0.9090909090909091,0.83745695,29.79332222
0,senate,T000461,Toomey,PA,,Republican,102,0.8823529411764706,0.51842893,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.8888888888888888,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,21,0.8571428571428571,0.39144164,0.72426964
0,senate,T000464,Tester,MT,,Democrat,106,0.3113207547169811,0.82551713,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.38095238095238093,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,22,0.045454545454545456,0.74869556,20.42273211
0,senate,T000476,Tillis,NC,,Republican,104,0.9326923076923077,0.58068667,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.9512195121951219,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,22,0.8636363636363636,0.43746031,3.65522853
0,senate,U000039,Udall,NM,,Democrat,106,0.24528301886792453,0.36147057,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.27380952380952384,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,22,0.13636363636363635,0.22278543,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,105,0.22857142857142856,0.21321678,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.25301204819277107,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,22,0.13636363636363635,0.11445536,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,106,0.9433962264150944,0.79947461,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.9642857142857143,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,22,0.8636363636363636,0.7127451,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,106,0.16981132075471697,0.32462848,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619047,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,22,0.09090909090909091,0.19105846,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,106,0.2358490566037736,0.27752298,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.27380952380952384,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,22,0.09090909090909091,0.15393352,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,106,0.36792452830188677,0.40682287,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619047,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,22,0.09090909090909091,0.26409686,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,101,0.1188118811881188,0.20863926,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.13095238095238096,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,17,0.058823529411764705,0.08885792,-27.19670645
0,senate,Y000064,Young,IN,,Republican,106,0.8490566037735849,0.81346287,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.9285714285714286,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,22,0.5454545454545454,0.73195163,19.16519376
